Semi-major Axis,Semi-minor Axis,Ellipticity,Orientation Angle,Isophotal Area,Sersic Index,Image File
5.052900791168213,3.0007529258728027,0.40613262561621777,-0.05002481862902641,203,0.8041688155148008,epoch_10_image_1.pt
2.735893964767456,2.091712713241577,0.23545548907288616,-0.9192071557044983,76,1.4443131356307215,epoch_10_image_4.pt
2.6269352436065674,2.1447129249572754,0.18356840726200774,-1.4426383972167969,121,1.8665799372118261,epoch_10_image_5.pt
1.755813479423523,1.3401329517364502,0.23674526511981842,1.1214165687561035,31,1.4361381599532301,epoch_15_image_10.pt
1.4997713565826416,1.1072571277618408,0.2617160456479035,0.7084017992019653,22,1.293427551819841,epoch_15_image_1001.pt
1.9727504253387451,1.5854586362838745,0.19632072262175182,-1.402328610420227,47,1.7424261151094325,epoch_15_image_1002.pt
2.6179795265197754,1.701302170753479,0.3501468771930719,0.3537135422229767,63,0.9479294998238282,epoch_15_image_1003.pt
1.690843939781189,1.3314212560653687,0.21256999256970632,1.236555576324463,33,1.6055373604112635,epoch_15_image_1004.pt
3.0403952598571777,2.5936198234558105,0.14694649814128258,-0.16555771231651306,116,2.341427070051076,epoch_15_image_1006.pt
2.3908894062042236,1.588202953338623,0.3357271360116759,-0.3788997530937195,58,0.9922825849514343,epoch_15_image_1007.pt
2.3286385536193848,1.7076539993286133,0.26667279613900574,0.10847211629152298,57,1.2682067973447624,epoch_15_image_1008.pt
2.8736486434936523,2.6121761798858643,0.09098971239918241,0.18083840608596802,111,3.79839674193417,epoch_15_image_1009.pt
2.5192599296569824,1.7432587146759033,0.3080274511756069,-1.0366419553756714,63,1.088605869128231,epoch_15_image_101.pt
3.037247896194458,2.5874085426330566,0.14810755293469158,-0.7087699174880981,135,2.3228016309580486,epoch_15_image_1010.pt
3.519472599029541,2.8578250408172607,0.18799622375088898,-0.5293651223182678,191,1.8215868327634281,epoch_15_image_1011.pt
1.007839560508728,0.48056113719940186,0.523176945984509,-0.13982155919075012,7,0.59681622929365,epoch_15_image_1012.pt
2.7634308338165283,2.485053539276123,0.1007361179928441,1.3211826086044312,123,3.4287412695726256,epoch_15_image_1013.pt
1.4778947830200195,0.9859243631362915,0.3328859574687759,1.4130537509918213,20,1.0014540784237589,epoch_15_image_1014.pt
1.7118464708328247,1.0064551830291748,0.41206457461133905,-1.3972370624542236,21,0.7910913920677547,epoch_15_image_1015.pt
1.3716552257537842,0.8575377464294434,0.37481538339330933,-0.13871921598911285,14,0.8795974352369432,epoch_15_image_1016.pt
1.3240578174591064,0.7806029915809631,0.41044644630477245,-0.12503479421138763,14,0.7946238209721936,epoch_15_image_1017.pt
1.4392305612564087,0.7192263603210449,0.5002702279381976,0.13552221655845642,15,0.6305161074296353,epoch_15_image_1019.pt
2.5105907917022705,1.9123218059539795,0.23829808813352782,-0.35507163405418396,65,1.426410974735901,epoch_15_image_102.pt
2.027888536453247,0.743542492389679,0.6333415377503312,0.27450031042099,19,0.46396871096064246,epoch_15_image_1020.pt
2.6001174449920654,1.948089838027954,0.250768521329659,0.01251504011452198,78,1.3525734277301376,epoch_15_image_1022.pt
1.5569679737091064,1.2119412422180176,0.22160168822814297,-0.5855119824409485,26,1.5380037462622536,epoch_15_image_1025.pt
5.644548416137695,3.0726752281188965,0.4556384317062184,1.5147846937179565,317,0.7047142228374875,epoch_15_image_103.pt
2.1786022186279297,1.7527474164962769,0.1954715727774543,0.4957588016986847,61,1.7501961754742725,epoch_15_image_1030.pt
1.513800859451294,1.2033915519714355,0.20505293383990564,-0.09110800176858902,25,1.6662061889652617,epoch_15_image_1031.pt
2.9820849895477295,1.341198205947876,0.5502481617228201,-1.1245951652526855,47,0.5601305477105489,epoch_15_image_1032.pt
1.2129180431365967,0.8742521405220032,0.27921581720295474,-0.5843333601951599,15,1.2082833743799652,epoch_15_image_1033.pt
2.1177923679351807,1.6156753301620483,0.2370945543933043,-0.4994000196456909,51,1.4339392620506934,epoch_15_image_1034.pt
1.6274399757385254,0.9796101450920105,0.3980668044930704,0.1061687096953392,22,0.8225321067506083,epoch_15_image_1036.pt
8.647675514221191,5.361687183380127,0.3799851561771973,0.14807212352752686,750,0.8663423575072273,epoch_15_image_1037.pt
1.6845290660858154,1.533613681793213,0.08958906517610332,-1.0208766460418701,37,3.8581089512047306,epoch_15_image_1038.pt
2.4521541595458984,1.6621001958847046,0.3221877224095486,1.5020285844802856,60,1.0373773826861477,epoch_15_image_104.pt
1.6776020526885986,0.9870526194572449,0.4116288675998273,-1.2353546619415283,22,0.7920400176012069,epoch_15_image_1048.pt
3.2471773624420166,2.0034139156341553,0.38302910743147645,0.7793275713920593,84,0.8586954860648278,epoch_15_image_105.pt
2.340808629989624,1.6047215461730957,0.3144584629371394,-0.41925525665283203,55,1.0647897218450788,epoch_15_image_1050.pt
2.663072109222412,2.2939293384552,0.138615386901783,1.3866618871688843,117,2.484157021334183,epoch_15_image_1052.pt
1.4487518072128296,0.9397289156913757,0.3513527223829551,-1.150612473487854,18,0.9443778429043276,epoch_15_image_1056.pt
