0,0.14119394582850361,348.94
1,0.10931592199720255,345.93
2,0.10643585660853323,349.59
3,0.1045104200728137,348.52
4,0.10363384513159303,348.57
5,0.10266160759145207,347.94
6,0.10298267908213432,347.63
7,0.10144047730262291,349.07
8,0.10239264648365821,348.59
9,0.10204779241098386,346.74
10,0.10138843651809026,347.23
11,0.10049682714818917,347.40
12,0.10057236543411001,350.76
13,0.10063377754652215,347.92
14,0.10016848113749632,350.09
15,0.10098404794589703,352.60
16,0.10089799127350528,350.75
17,0.10111863625599339,348.09
18,0.10139530510206124,346.79
19,0.1004388208937389,349.09
20,0.10021878524202679,348.67
21,0.10054074228103038,347.16
22,0.10004231512166305,346.69
23,0.10105575043532207,345.61
24,0.10088512418446594,350.45
25,0.10066925943661616,349.11
26,0.10172664390654108,346.01
27,0.10049180926339661,347.13
28,0.10057414761910269,350.29
29,0.10024634458999009,346.94
Average MSE loss for the entire training session: 0.10303869346150855
Total training time: 10450.32 seconds
